Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL576063,,0,223.29,0,2.79,2b,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,IC50,'=',6500,nM,5.19,,,UO_0000065,23.23,0.44,2.4,17.83,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL592854,,0,231.34,0,3.1,2t,Cc1cccc(C(=O)C(C)NC2CCCC2)c1,IC50,'=',8700,nM,5.06,,,UO_0000065,21.87,0.41,1.96,17.39,FALSE,CHEMBL1064405,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157604,1,Scientific Literature,J. Med. Chem.,2010,CHEMBL3307715,
CHEMBL1085904,,0,361.47,0,2.5,8d,CNCCCN1Cc2ccccc2N(c2cccc(OC)c2)S1(=O)=O,IC50,'=',790,nM,6.1,,,UO_0000065,16.88,0.33,3.6,9.86,FALSE,CHEMBL1101480,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155376,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL2047574,,0,376.33,1,5.29,2n,OC(CCN1CC=C(Cc2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,IC50,'=',178,nM,6.75,,,UO_0000065,17.94,0.37,1.46,28.76,FALSE,CHEMBL2050778,Inhibition of [3H]noradrenaline uptake at human NET expressed in CHO cells after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2046296,1,Scientific Literature,Eur. J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL3673157,,0,418.97,1,5.64,BDBM160619,Clc1ccc(C23CCN(CC2)Cc2cc(OCCCc4ccncc4)ccc23)cc1,IC50,'=',54.8,nM,7.26,,303888,UO_0000065,17.33,0.33,1.62,28.63,FALSE,CHEMBL3705744,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639048,37,BindingDB Database,,2015,None,
CHEMBL336920,(R)-DULOXETINE,0,297.42,0,4.63,10a,CNCC[C@@H](Oc1cccc2ccccc12)c1cccs1,IC50,'=',13.2,nM,7.88,,,UO_0000065,26.49,0.51,3.25,37.06,FALSE,CHEMBL1038443,Inhibition of [3H]NE reuptake at human NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152596,1,Scientific Literature,Bioorg. Med. Chem.,2009,CHEMBL3307715,
CHEMBL14060,PHENOL,4,94.11,0,1.39,PHENOL,Oc1ccccc1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1684050,,0,253.39,0,4.39,"27, enantiomer1",CC(N)C1(c2ccc3ccccc3c2)CCCCC1,IC50,'=',530,nM,6.28,,,UO_0000065,24.77,0.45,1.89,24.12,FALSE,CHEMBL1686749,Inhibition of [3H]norepinephrine reuptake at human recombinant NET expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1681689,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307715,
CHEMBL4286313,,0,366.89,0,4.69,4,Clc1cccc(N2CCN(CCOc3ccc4ccccc4c3)CC2)c1,Inhibition,'=',83.1,%,,,,UO_0000187,,,,,FALSE,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4278059,,0,350.44,0,4.18,5,Fc1ccc(N2CCN(CCOc3ccc4ccccc4c3)CC2)cc1,Inhibition,'=',80.8,%,,,,UO_0000187,,,,,FALSE,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL3673149,,0,376.89,0,4.39,BDBM160610,O=c1ccccn1-c1ccc2c(c1)CN1CCC2(c2ccc(Cl)cc2)CC1,IC50,'=',5332,nM,5.27,,303877,UO_0000065,13.99,0.27,0.88,20.89,FALSE,CHEMBL3705744,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639048,37,BindingDB Database,,2015,None,
CHEMBL597134,,0,306.77,0,4.13,2,Fc1cccc(Cl)c1Oc1ncccc1C1CCNCC1,Ki,'=',33,nM,7.48,,,UO_0000065,24.39,0.49,3.35,21.91,FALSE,CHEMBL1645845,Displacement of [3H]nisoxetine from human NET by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1641456,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL1940402,,0,361.89,0,4.79,2,OC1(c2ccc(Cl)cc2)CCN(CCCCc2ccc(F)cc2)CC1,Ki,'=',1225,nM,5.91,,,UO_0000065,16.34,0.32,1.12,25.19,FALSE,CHEMBL3366167,Displacement of [3H]Nisoxetine from human Norepinephrine transporter by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3352364,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3309703,,0,336.26,1,5.03,2ad,Cc1cccc(OC(CC2CNC2)c2ccc(Cl)c(Cl)c2)c1,Inhibition,'=',100,%,,,,UO_0000187,,,,,FALSE,CHEMBL3363911,Inhibition of norepinephrine reuptake at human NET expressed in HEK293 cells at 1 uM after 15 mins by fluorescence neurotransmitter transporter assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3352322,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,CHEMBL3307715,
CHEMBL479,THIORIDAZINE,4,370.59,1,5.89,THIORIDAZINE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Ki,'=',1538,nM,5.81,,,UO_0000065,15.69,0.32,-0.08,89.71,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL589177,,0,332.42,0,4.17,15a,Cc1ccc(Oc2cc(OCCCF)ccc2CN(C)C)c(N)c1,Ki,'>',500,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1068052,Displacement of [3H]nisoxetine from human cloned NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1157673,1,Scientific Literature,Bioorg. Med. Chem.,2010,CHEMBL3307715,
CHEMBL503461,,0,1408.68,None,None,chi-MrIA,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N2,Activity,,,,,,Active,,,,,,FALSE,CHEMBL945613,Inhibition of [3H]NE uptake at human NET N170E mutant expressed in african green monkey COS1 cells after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,P23975,N170E,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156458,1,Scientific Literature,J. Biol. Chem.,2007,CHEMBL3308351,
CHEMBL457931,,0,319.41,0,2.74,29,NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,Ki,'=',9,nM,8.05,,,UO_0000065,25.19,0.46,5.31,11.35,FALSE,CHEMBL944373,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152295,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL2407336,,0,324.68,0,3.72,rac-3a,COCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,IC50,'=',14,nM,7.85,,,UO_0000065,27.25,0.6,4.13,36.94,FALSE,CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2406994,1,Scientific Literature,Bioorg. Med. Chem.,2013,CHEMBL3308072,
CHEMBL475945,,0,366.48,0,4.73,20a,CNCC[C@@H](c1cccc(F)c1)N1C(=O)C2(CCCCC2)c2ccccc21,IC50,'>',3000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL986142,Inhibition of norepinephrine uptake at human NET expressed in MDCK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1144192,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3308370,
CHEMBL522721,,0,313.42,0,4.33,13,CNCCCC1(c2ccc(F)cc2)OC(C)(C)c2ccccc21,Inhibition,'=',43.8,%,,,,UO_0000187,,,,,FALSE,CHEMBL953227,Inhibition of [3H]dopamine reuptake at human NET expressed in african green monkey COS7 cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-7,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1150287,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307648,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,"DMI, desipramine",CNCCCN1c2ccccc2CCc2ccccc21,Activity,,,,,,Active,,,,,,FALSE,CHEMBL948743,Inhibition of [3H]NE uptake at human NET G193S mutant expressed in african green monkey COS1 cells after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,COS-1,None,,P23975,G193S,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156458,1,Scientific Literature,J. Biol. Chem.,2007,CHEMBL3308351,
CHEMBL3323173,,0,293.44,0,4.79,10a,Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,IC50,'=',1.3,nM,8.89,,,UO_0000065,30.28,0.58,4.1,274.26,FALSE,CHEMBL3379356,Displacement of [3H]Nisoxetine from human NET expressed in HEK293E cells after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293E,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351632,1,Scientific Literature,ACS Med. Chem. Lett.,2014,None,
CHEMBL4086279,,0,442.94,1,5.55,7c,Fc1ccc(C(OCCN2CCN(c3cccc(Cl)c3)CC2)c2ccc(F)cc2)cc1,IC50,'=',1313,nM,5.88,,,UO_0000065,13.28,0.26,0.33,37.44,FALSE,CHEMBL4007285,Inhibition of [3H]-5-norepinephrine reuptake in human NET expressed in HEK293 cells by microbeta liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4004887,1,Scientific Literature,Bioorg Med Chem,2017,CHEMBL3307715,
CHEMBL4082902,,0,409.48,0,4.29,7h,Fc1ccc(C(OCCN2CCN(c3ccccn3)CC2)c2ccc(F)cc2)cc1,IC50,'=',602.8,nM,6.22,,,UO_0000065,15.19,0.28,1.93,21.75,FALSE,CHEMBL4007285,Inhibition of [3H]-5-norepinephrine reuptake in human NET expressed in HEK293 cells by microbeta liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4004887,1,Scientific Literature,Bioorg Med Chem,2017,CHEMBL3307715,
CHEMBL822,TERBINAFINE,4,291.44,0,4.88,TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,IC50,'=',4129.5,nM,5.38,,,UO_0000065,18.47,0.33,0.5,166.18,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL37161,FENBENDAZOLE,0,299.36,0,3.89,FENBENDAZOLE,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1024,IFOSFAMIDE,4,261.09,0,1.88,IFOSFAMIDE,O=P1(NCCCl)OCCCN1CCCl,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1024,IFOSFAMIDE,4,261.09,0,1.88,IFOSFAMIDE,O=P1(NCCCl)OCCCN1CCCl,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL35,FUROSEMIDE,4,330.75,0,1.89,FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL38,TRETINOIN,4,300.44,1,5.6,atRA,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1762,TOCAINIDE,4,192.26,0,1.59,TOCAINIDE,Cc1cccc(C)c1NC(=O)C(C)N,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL833,TICLOPIDINE,4,263.79,0,3.96,Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1105,6-METHOXY-2-NAPHTHYLACETIC ACID,0,216.24,0,2.48,6-METHOXY-2-NAPHTHYLACETIC ACID,COc1ccc2cc(CC(=O)O)ccc2c1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL32749,FERULATE,0,194.19,0,1.5,9,COc1cc(/C=C/C(=O)O)ccc1O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL4237912,,0,374.49,0,3.18,4,O=C(NCCCN1CCN(c2ccccn2)CC1)c1cccc2ccccc12,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4233797,Inhibition of human NET expressed in HEK293 cells assessed as reduction in [3H]-NE uptake by micro beta scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4229444,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL128,SUMATRIPTAN,4,295.41,0,1.32,SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL2326685,,0,221.73,0,3.28,8f,Cc1cc(C2CC=CCNC2)ccc1Cl,Ki,'=',170,nM,6.77,,,UO_0000065,30.53,0.62,3.49,56.27,FALSE,CHEMBL2327306,Inhibition of human recombinant NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2321662,1,Scientific Literature,ACS Med. Chem. Lett.,2013,CHEMBL3307715,
CHEMBL3334783,,0,270.32,0,1.95,28,CNCCC(c1ccc(F)cc1F)N1CCOCC1,IC50,'=',327.9,nM,6.48,,,UO_0000065,23.99,0.47,4.53,26.47,FALSE,CHEMBL3368420,Inhibition of [3H]-NE uptake in human norepinephrine transporter expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3352559,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3307715,
CHEMBL2047570,,0,363.53,1,5.2,2j,OC(CCN1CC=C(Cc2ccccc2)CC1)c1csc2ccccc12,IC50,'=',385,nM,6.42,,,UO_0000065,17.65,0.34,1.21,27.33,FALSE,CHEMBL2050778,Inhibition of [3H]noradrenaline uptake at human NET expressed in CHO cells after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2046296,1,Scientific Literature,Eur. J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL1455,ALTRETAMINE,4,210.28,0,0.07,Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1064,SIMVASTATIN,4,418.57,0,4.59,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL560535,,0,305.42,0,3.93,4,c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1,Ki,'=',7.943,nM,8.1,,,UO_0000065,26.52,0.48,4.17,26.08,FALSE,CHEMBL1174565,Displacement of [3H]-Nisoxetine from NET expressed in HEK293 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1177766,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,CHEMBL3307715,
CHEMBL87285,ANDROSTERONE,0,290.45,0,3.96,SID85305121,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
